528.0,3.2688940021510917
528.5,3.2929336185728086
529.0,3.359149122945355
529.5,3.3848753939842933
530.0,3.46449417093098
530.5,3.48760509239048
531.0,3.4714123259428904
531.5,3.495435277984442
532.0,3.5134933399077464
532.5,3.519100811170901
535.5,3.692305176816413
536.0,3.720258889546418
536.5,3.7624110733219447
537.0,3.773382399280323
537.5,3.7690501034269306
538.0,3.7784988863891007
538.5,3.826235839744041
539.0,3.817842588117844
539.5,3.8194703938127055
540.0,3.8190025228976014
540.5,3.819117929759712
541.0,3.811528224296407
541.5,3.813683952558735
542.0,3.795784698270389
542.5,3.8026386366109466
543.0,3.8039965523175514
543.5,3.7894049856994174
544.0,3.854161342964945
544.5,3.815836912794098
545.0,3.811983135884902
545.5,3.792431425394813
546.0,3.8331451237358
546.5,3.811912413673805
547.0,3.817363281839489
547.5,3.7698043427875536
548.0,3.7938958353623344
548.5,3.7779225605442295
549.0,3.762238224543554
549.5,3.7403154443038624
550.0,3.731740775606156
550.5,3.7311626324083984
551.0,3.6963675358203023
551.5,3.6805157205744714
552.0,3.688830862565377
552.5,3.662994790179595
553.0,3.681347255632287
553.5,3.6603680278650903
554.0,3.587791739177524
554.5,3.5646446346389715
555.0,3.5466769222231838
555.5,3.5107748143425668
556.0,3.4811715446770566
556.5,3.4443685803097384
557.0,3.415287357415781
557.5,3.425714043055802
558.0,3.373364868244698
558.5,3.345921282621624
559.0,3.309523675027928
559.5,3.290715889325272
560.0,3.272893875817028
560.5,3.252404380867918
561.0,3.2285828718866982
561.5,3.200061256121305
562.0,3.1917904837195543
562.5,3.112713325259304
563.0,3.117965194266793
563.5,3.1236658535082062
564.0,3.096705012478263
564.5,3.0622528044928057
565.0,3.038709544805169
565.5,3.0239769641690977
566.0,2.997852095182666
566.5,2.971559312631044
567.0,2.9302858838248667
567.5,2.926755221385665
568.0,2.8903615990541773
568.5,2.8736880512033967
569.0,2.819062571608314
569.5,2.827015420338188
570.0,2.759754406792403
570.5,2.780944139725791
571.0,2.745239615310404
584.0,2.1264619892076406
584.5,2.097581082988208
585.0,2.0717419030531925
585.5,2.051226461333934
586.0,2.0313192411827257
586.5,1.97101546204244
587.0,1.9451210015915548
587.5,1.9108551672540857
588.0,1.8456067885431875
588.5,1.7823480265400793
